Stern Torpedo Room,Stern Torpedo Room,,,,,,,,,,,
Battery Room no. 1,Battery Room No. 1,,,,,,,,,,,
Battery Room no. 2,Battery Room No. 2,,,,,,,,,,,
Engine Room,Engine Room,,,,,,,,,,,
Galley,Galley,,,,,,,,,,,
Deck,Deck,,,,,,,,,,,
Used by Somebody Else Warning,It's being used by somebody else.,,,,,,,,,,,
Compartment Flooded Warning,Compartment is flooded.,,,,,,,,,,,
Take Items Task,Taking itemsÅc,,,,,,,,,,,
Turn On Electricity,{0} - OFF,,,,,,,,,,,
Turn Off Electricity,{0} - ON,,,,,,,,,,,
Select Assignment,"Are there any orders from the admiralty?
<size=16><color=#ddd>[Opens up Assignment Selection menu]</color></size>",,,,,,,,,,,
Select Tutorial,"My crew needs training.
<size=16><color=#ddd>[Opens up Tutorial menu]</color></size>",,,,,,,,,,,
Select Tutorial Blocked By Survivors,"My crew needs training.
<size=16><color=#fc4d08>[Release survivors first to start a tutorial!]</color></size>",,,,,,,,,,,
Abandon Assignment,"I have to ask for a different assignment...
<size=16><color=#ddd>[Cancel current assignment, loose 1 reputation point]</color></size>",,,,,,,,,,,
Reputation Purchases,"I would like to ask for a few favors...
<size=16><color=#ddd>[Opens up Reputation Purchases menu]</color></size>",,,,,,,,,,,
Open depository,"Show me what you've got.
<size=16><color=#ddd>[Opens up Resupply menu]</color></size>",,,,,,,,,,,
Enter upgrade mode,"I want to upgrade my ship.
<size=16><color=#ddd>[Enters ship upgrade mode]</color></size>",,,,,,,,,,,
Recruitment,"Show me their files.
<size=16><color=#ddd>[Opens up Recruitment menu]</color></size>",,,,,,,,,,,
Open Crew List,"I will choose crew for the next assignment.
<size=16><color=#ddd>[Opens up Crew Management menu]</color></size>",,,,,,,,,,,
Release Captives,"I brought survivors from a sunk ship.
<size=16><color=#ddd>[Release survivors for a reward]</color></size>",,,,,,,,,,,
Open Vacation List,"My crew needs a break.
<size=16><color=#ddd>[Opens up Vacation menu]</color></size>",,,,,,,,,,,
Open Vacation List (Time Limit),"My crew needs a break.
<size=16><color=#ddd>[Available in {0} days]</color></size>",,,,,,,,,,,
Open Headquarters Screen,"What's new in the headquarters?
<size=16><color=#ddd>[Opens up HQ screen]</color></size>",,,,,,,,,,,
Open Training Missions List,"My crew needs additional training...
<size=16><color=#ddd>[Opens up Training Missions menu]</color></size>",,,,,,,,,,,
Exit Dialogue,Goodbye.,,,,,,,,,,,
Klaus Schmid,"<line-height=110%><color=#ddd><size=13>Klaus Schmid</size></color>
<size=16>Leading officer</size>",,,,,,,,,,,
Wolfgang Mayer,"<line-height=110%><color=#ddd><size=13>Wolfgang Mayer</size></color>
<size=16>Recruitment</size>",,,,,,,,,,,
Hans Fischer,"<line-height=110%><color=#ddd><size=13>Hans Fischer</size></color>
<size=16>Warehouse</size>",,,,,,,,,,,
Erich Kuhn,"<line-height=110%><color=#ddd><size=13>Erich Kuhn</size></color>
<size=16>Warehouse</size>",,,,,,,,,,,
Snorkel,Snorkel,,,,,,,,,,,
Snorkel Description,Pipe system that may be set above the sea surface to ventillate the ship with fresh air and keep using diesel engines while remaining under water. Works only at the periscope depth.,,,,,,,,,,,
Anti-Radar Coated Snorkel,Anti-Radar Coated Snorkel,,,,,,,,,,,
Anti-Radar Coated Snorkel Description,Snorkel coated with material that disperses incoming radar waves.,,,,,,,,,,,
FuMB 1 ?MetoxÅh,"FuMB 1 ""Metox""",,,,,,,,,,,
FuMB 1 ?MetoxÅh Description,Tier I radar detector that is able to detect radar waves and play loud warning on ship's speakers. It's controlled from the listening room and works only on the water surface.,,,,,,,,,,,
FuMB 10 ?BorkumÅh,"FuMB 10 ""Borkum""",,,,,,,,,,,
FuMB 10 ?BorkumÅh Description,"Tier II radar detector. Doesn't emit any radiation detectable for the enemy, but at the cost of detection range.",,,,,,,,,,,
FuMB 7 ?Naxos IÅh,"FuMB 7 ""Naxos I""",,,,,,,,,,,
FuMB 7 ?Naxos IÅh Description,Tier III radar detector. It's able to detect latest radars using 10 cm waves that are used by the enemy.,,,,,,,,,,,
FuMB 26 ?TunisÅh,"FuMB 26 ""Tunis""",,,,,,,,,,,
FuMB 26 ?TunisÅh Description,Tier IV radar detector with vastly improved range of detection.,,,,,,,,,,,
Improved Toilets,Improved Toilets,,,,,,,,,,,
Improved Toilets Description,Improved hydraulic system that opens up the possibility to use toilets deep under water. Helps for morale.,,,,,,,,,,,
Accumulators I,Accumulators I,,,,,,,,,,,
Accumulators I Description,Tier I accumulators that have their capacity increased by 25% when compared to the default ones.,,,,,,,,,,,
Accumulators II,Accumulators II,,,,,,,,,,,
Accumulators II Description,Tier II accumulators that have their capacity increased by 50% when compared to the default ones.,,,,,,,,,,,
Accumulators III,Accumulators III,,,,,,,,,,,
Accumulators III Description,Tier III accumulators that have their capacity increased by 75% when compared to the default ones.,,,,,,,,,,,
Turm 0,Turm 0,,,,,,,,,,,
Turm 0 Description,Default conning tower for Type VIIC u-boats.,,,,,,,,,,,
Turm I,Turm I,,,,,,,,,,,
Turm I Description,Tier I conning tower. It's heavier and more armoured than the default conning tower and is also equipped with two additional 13.2 mm Breda AA guns.,,,,,,,,,,,
Turm II,Turm II,,,,,,,,,,,
Turm II Description,"Tier II conning tower. It's fitted with two 20 mm AA guns, one on the conning tower and one more on a separate platform.",,,,,,,,,,,
Turm IV,Turm IV,,,,,,,,,,,
Turm IV Description,Tier III conning tower. It's fitted with two 20 mm AA guns on the conning tower and 37 mm automatic M42 U gun on a separate platform.,,,,,,,,,,,
GHG,GHG,,,,,,,,,,,
GHG Description,Standard hydrophone system mounted on Type VIIC u-boats. Consists of 24 hydrophones mounted on the sides of u-boat's bow. It has two dead zones - 20 degrees arc on the bow and 60 degrees on the stern - from which it cannot capture any sounds.,,,,,,,,,,,
KDB,KDB,,,,,,,,,,,
KDB Description,"Tier I hydrophone system. It's a set of 6 hydrophones that can be rotated around one axis. This simple solution allows for perfect triangulation, but placement of this device make it vulnerable.",,,,,,,,,,,
GHG-Balkon,GHG-Balkon,,,,,,,,,,,
GHG-Balkon Description,Tier II hydrophone system. Consists of 48 hydrophones mounted on a dome attached to the bottom part of u-boat's hull. It has only one dead zone that spans 60 degrees on the stern.,,,,,,,,,,,
Launch Sonar Decoy,Launch sonar decoy,,,,,,,,,,,
Launch Sonar Decoy Full Description,<b>Launching sonar decoy</b>,,,,,,,,,,,
Location Inaccessible,Destination is currently inaccessible.,,,,,,,,,,,
Torpedo Is Being Loaded Warning,Cannot access this device because torpedo is being loaded in this compartment.,,,,,,,,,,,
Buoyancy Too Low Conning Tower Warning,Buoyancy is too low to walk on the conning tower.,,,,,,,,,,,
Buoyancy Too Low Deck Warning,Buoyancy is too low to walk on the deck.,,,,,,,,,,,
Cook,Cook,,,,,,,,,,,
Cook Full Description,"<b>Cooking</b>

Cooking is this officer's hobby. He is currently cooking at caboose to better integrate with the crew.",,,,,,,,,,,
Toilet,Toilet,,,,,,,,,,,
Exterior,Exterior,,,,,,,,,,,
Evacuation,Evacuation,,,,,,,,,,,
Carry Wounded,Carry to safety,,,,,,,,,,,
Warning Already Gets Help,This crewman already gets help.,,,,,,,,,,,
Warning No Free Beds,Not enough beds.,,,,,,,,,,,
Go To,Walking...,,,,,,,,,,,
Trim pump enabled,"Pumps {0:0} liters per second
{1:0} liters remaining",,,,,,,,,,,
Trim pump enabled dry,"Pumps {0:0} liters per second
Control Room is dry",,,,,,,,,,,
Trim pump disabled,{1:0} liters remaining,,,,,,,,,,,
Trim pump disabled dry,Control Room is dry,,,,,,,,,,,
Antenna not hidden,"Receives and sends radio messages
Vulnerable under water",,,,,,,,,,,
Antenna hidden,Antenna is hidden,,,,,,,,,,,
Gyrocompass enabled,Points north - Required for exploration mode,,,,,,,,,,,
Gyrocompass disabled,North direction is undetermined - Cannot enter exploration mode,,,,,,,,,,,
Gyrocompass enabling,StartingÅc - Cannot enter exploration mode,,,,,,,,,,,
Hatch closed,Hatch is closed - Watertight,,,,,,,,,,,
Hatch open,Hatch is open,,,,,,,,,,,
Depth steers station manual,Steering engines are disabled - Less accurate depth control,,,,,,,,,,,
Depth steers station electric,Steering engines are enabled - Enhanced depth control,,,,,,,,,,,
Snorkel mast raised,Snorkel mast is raised,,,,,,,,,,,
Snorkel mast hidden,Snorkel mast is hidden,,,,,,,,,,,
Main Blowing Valve disabled,Closed,,,,,,,,,,,
Main Blowing Valve enabled,Opened - Venting airÅc,,,,,,,,,,,
Flood Valves disabled,Closed,,,,,,,,,,,
Flood Valves enabled,Opened - FloodingÅc,,,,,,,,,,,
Compartment Evacuated,<color=red>Compartment was ordered to be evacuated.</color>,,,,,,,,,,,
Hatch Pressure Durability,This hatch is watertight at up to {0:0} atmospheres of fluid pressure.,,,,,,,,,,,
Hatch Pressure,<color=red>Currently exposed to a pressure of {0:0} atmospheres.</color>,,,,,,,,,,,
Pump - Compartments Dry,All compartments are dry.,,,,,,,,,,,
Pump - Compartments Flooded,{0:0.0} m<sup>3</sup> of water remain in the compartments.,,,,,,,,,,,
Pump - Compartments Pump Time,All compartments will be dry in {0}.,,,,,,,,,,,
Pump - Pressure,External pressure equals to {0:0} atmospheres. Pump's performance is decreased by {1:0}%.,,,,,,,,,,,
Kitchen - Header,<u><pos=0>Name<pos=100>Weight<pos=175>Consumption time</u>,,,,,,,,,,,
Kitchen - Summary,Food stored in the kitchen will last for {0}.,,,,,,,,,,,
Kitchen - Summary Extended,Food stored in the kitchen will last for {0} ({1} with storage reserves).,,,,,,,,,,,
Kitchen - Extra Ingredients,"Ingredients: {0}.

A cook will prepare dishes that increase morale by <color=green>{1}</color>/min, but also the overall consumption by <color=#ff4c11>{2:0}%</color>.",,,,,,,,,,,
Kitchen - Extra Ingredients Not Last,"{0}, {1}",,,,,,,,,,,
Kitchen - Extra Ingredients Last,{0} and {1},,,,,,,,,,,
Kitchen - Empty,<color=red>We've run out of food.</color>,,,,,,,,,,,
Radio - Perfect Weather,Weather outside is perfect and doesn't affect signal quality.,,,,,,,,,,,
Radio - Weather Signal Quality,Current weather lowers signal quality by {0:0}%.,,,,,,,,,,,
Radio - Water Signal Quality,<color=red>Antenna is currently below water. Received signal is blocked in {0:0}%.</color>,,,,,,,,,,,
Listening Room - Radar Detector,Radioman currently operates radar detector. Hydrophone isn't operational on the surface.,,,,,,,,,,,
Listening Room - Radar Detector Range,Direct detection range: {0},,,,,,,,,,,
Listening Room - Radar Detector Range Groups,Group detection range: up to {0},,,,,,,,,,,
Listening Room - Hydrophone Detection Range,Direct detection range: {0},,,,,,,,,,,
Listening Room - Hydrophone Detection Range Groups,Group detection range: up to {0},,,,,,,,,,,
Listening Room - Depth Charges Modifier,<color=red>Nearby explosions decrease performance of the hydrophone by {0:0}%.</color>,,,,,,,,,,,
Listening Room - Engines Modifier,<color=orange>Engines working on our ship decrease detection range by {0:0}%.</color>,,,,,,,,,,,
Listening Room - Surface Modifier,<color=red>Noise from the surface decreases detection range by {0:0}%. Our ship has to submerge deeper to use hydrophone effectively.</color>,,,,,,,,,,,
Listening Room - Surface Modifier Full,<color=red>Our ship has to submerge to use hydrophone effectively.</color>,,,,,,,,,,,
Compressor - Tanks Status,Compressed air flasks pressure: {0:0} / {1:0} atm.,,,,,,,,,,,
Compressor - Tanks Full,All compressed air flasks are full at above 240 atmospheres.,,,,,,,,,,,
Compressor - Uses Interior Air,<color=red>Our ship currently isn't ventilated with the fresh air. Compressor uses up the air remaining in our ship.</color>,,,,,,,,,,,
Ventilation - Air Quality,"Ventilation is currently effective in {0:0}%. The longer we reuse the same air, the more ventilation effectiveness will decrease.",,,,,,,,,,,
Ventilation - Air Quality Warning,"<color=red>Ventilation is no longer able to effectively improve air quality, but placing potassium absorbers into the ventilation system may still help.</color>",,,,,,,,,,,
Ventilation - Air Quality Warning With Absorbers,<color=red>Ventilation is no longer able to effectively improve air quality.</color>,,,,,,,,,,,
Periscope - Detection Range,Observation range: {0},,,,,,,,,,,
Periscope - Detection Range Groups,Group observation range: up to {0},,,,,,,,,,,
Depth Steers Station - Electric,Electric steering is currently used. Depth keeping is more accurate.,,,,,,,,,,,
Depth Steers Station - Manual,Manual steering is currently used. Depth keeping is less accurate.,,,,,,,,,,,
Leak - Flow Rate,Flow rate: {0:0} l/min,,,,,,,,,,,
Leak - Pressure,External pressure: {0:0} atmospheres,,,,,,,,,,,
Gyrocompass - Operational,Gyrocompass is operational and all compasses on board point north. This information decreases our chance to get lost by {0}%.,,,,,,,,,,,
Gyrocompass - Operational In,Gyrocompass will be operational in {0}.,,,,,,,,,,,
Navigation Table - We are Lost,We are currently lost and don't know our current position.,,,,,,,,,,,
Navigation Table - Known Area,We are currently in a known area and there is no risk of getting lost.,,,,,,,,,,,
Navigation Table - Navigation Increases High Accuracy,Navigator is on the station and our position is determined in <color=#00ff00>{0:0}%</color>.,,,,,,,,,,,
Navigation Table - Navigation Increases Normal Accuracy,Navigator is on the station and our position is determined in {0:0}%.,,,,,,,,,,,
Navigation Table - Navigation Increases Low Accuracy,Navigator is on the station and our position is determined in <color=#ff4c11>{0:0}%</color>.,,,,,,,,,,,
Navigation Table - Navigation Decreases High Accuracy,"Our current position is determined in <color=#00ff00>{0:0}%</color>. If it falls to zero, we may get lost.",,,,,,,,,,,
Navigation Table - Navigation Decreases Normal Accuracy,"Our current position is determined in {0:0}%. If it falls to zero, we may get lost.",,,,,,,,,,,
Navigation Table - Navigation Decreases Low Accuracy,"Our current position is determined in <color=#ff4c11>{0:0}%</color>. If it falls to zero, we may get lost.",,,,,,,,,,,
Navigation Table - Unsure,<color=orange>We are on the open sea and navigator didn't update our position for a while. We may become lost.</color>,,,,,,,,,,,
Engines - RPM,Propellers currently operate at {0:0} RPM.,,,,,,,,,,,
Engines - Speed,Our ship travels with a velocity of {0:0}.,,,,,,,,,,,
Workshop - Remaining Replacement Parts,There are {0:0} kg of scrap metal remaining in our storage from which we can recover {1:0} replacement parts for repairs.,,,,,,,,,,,
Workshop - No Replacement Parts,We don't have any scrap metal in our storage.,,,,,,,,,,,
Diver Spot - Nothing Below,There is nothing interesting below our ship.,,,,,,,,,,,
Diver Spot - Ship,We are directly above a shipwreck that lies at the depth of {0:0} meters.,,,,,,,,,,,
General - Unused,<color=#999>This station is currently unused.</color>,,,,,,,,,,,
General - Disabled,<color=#999>This device is disabled.</color>,,,,,,,,,,,
Torpedo Launchers - Loadout,Loadout:,,,,,,,,,,,
Torpedo Launchers - Empty,<color=#999>(empty)</color>,,,,,,,,,,,
Valves - Flooded,All ballast tanks are flooded.,,,,,,,,,,,
Valves - Flooding,Flooding...,,,,,,,,,,,
Valves - Empty,All ballast tanks are empty.,,,,,,,,,,,
Valves - Blowing,Blowing tanks...,,,,,,,,,,,
Valves - Not Enough Compressed Air,<color=red>Our compressed air reserves are at a very low level. We can't fully blow the tanks.</color>,,,,,,,,,,,
Gun - Ammunition,Ammunition:,,,,,,,,,,,
Social Table - In Use,Sailors have a good time here.,,,,,,,,,,,
Social Table - Officer Waits,Officer waits for sailors to join him.,,,,,,,,,,,
Storage - Mass,Stored goods: <color={2}>{0:0} kg / {1:0} kg</color>.,,,,,,,,,,,
Container - Item,Contains:<size=15>{1} x {0}</size>,,,,,,,,,,,
Container - Empty,<color=#999>(empty)</color>,,,,,,,,,,,
Bilges - Mass,This compartment contains {0:0.0} m<sup>3</sup> of water.,,,,,,,,,,,
Bilges - Buoyancy,Buoyancy impact: {0:0}%.,,,,,,,,,,,
Bilges - Dry,Bilges are dry.,,,,,,,,,,,
Ballast Tank - Water,Filled with water in {0:0}%.,,,,,,,,,,,
Ballast Tank - Empty,This tank is empty.,,,,,,,,,,,
Fuel Tank - Fuel,Filled with fuel in {0:0}%.,,,,,,,,,,,
Fuel Tank - Empty,This tank is empty.,,,,,,,,,,,
Power Control Room,Power - Control Room,,,,,,,,,,,
Power Conning Tower,Power - Conning Tower,,,,,,,,,,,
Power Battery Room no. 1,Power - Battery Room no. 1,,,,,,,,,,,
Power Battery Room no. 2,Power - Battery Room no. 2,,,,,,,,,,,
Power Bow Torpedo Room,Power - Bow Torpedo Room,,,,,,,,,,,
Power Galley,Power - Galley,,,,,,,,,,,
Power Engine Room,Power - Engine Room,,,,,,,,,,,
Power Stern Torpedo Room,Power - Stern Torpedo Room,,,,,,,,,,,
Sailor Work Engines,Engines,,,,,,,,,,,
Sailor Work Observation,Observation,,,,,,,,,,,
Sailor Work Cleaning Station,Cleaning Station,,,,,,,,,,,
Sailor Work Galley,Galley,,,,,,,,,,,
Sailor Work Observation Periscope,Observation Periscope,,,,,,,,,,,
Sailor Work Helmsman Station,Helmsman Station,,,,,,,,,,,
Sailor Work Vertical Steers Station,Depth Steers Station,,,,,,,,,,,
Sailor Work Valve Watch,Valves,,,,,,,,,,,
Sailor Work Switch Power,Power Switch Tasks,,,,,,,,,,,
Sailor Work Radio Room,Radio room,,,,,,,,,,,
Sailor Work Open Close Hatch,Bulkheads,,,,,,,,,,,
Ballast Tank no. 1,Ballast Tank no. 1,,,,,,,,,,,
Ballast Tank no. 2,Ballast Tank no. 2,,,,,,,,,,,
Ballast Tank no. 3,Ballast Tank no. 3,,,,,,,,,,,
Ballast Tank no. 4,Ballast Tank no. 4,,,,,,,,,,,
Ballast Tank no. 5,Ballast Tank no. 5,,,,,,,,,,,
Conning Tower Interior,Conning Tower,,,,,,,,,,,
Fuel Tank no. 1,Fuel Tank no. 1,,,,,,,,,,,
Fuel Tank no. 2,Fuel Tank no. 2,,,,,,,,,,,
Pill Thrower,Pill Thrower,,,,,,,,,,,
,,,,,,,,,,,,
G7a Torpedo T1 - Pi1,G7a torpedo T1 - Pi1,,,,,,,,,,,
G7a Torpedo T1 - Pi1.1,G7a torpedo T1 - Pi1/v2,,,,,,,,,,,
G7a Torpedo T1 - Pi3,G7a torpedo T1 - Pi3,,,,,,,,,,,
G7a Torpedo T1 - Pi3 - FAT,G7a torpedo T1 - Pi3 - FAT,,,,,,,,,,,
G7a Torpedo T1 - Pi3 - LUT,G7a torpedo T1 - Pi3 - LUT,,,,,,,,,,,
G7e Torpedo T2 - Pi1,G7e torpedo T2 - Pi1,,,,,,,,,,,
G7e Torpedo T2 - Pi1.1,G7e torpedo T2 - Pi1/v2,,,,,,,,,,,
G7e Torpedo T3 - Pi2,G7e torpedo T3 - Pi2,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - FAT,G7e torpedo T3 - Pi2 - FAT,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - LUT,G7e torpedo T3 - Pi2 - LUT,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - Prototype,G7e torpedo T3 prototype - Pi2,,,,,,,,,,,
G7es Zaunk?nig Torpedo T5 - Pi4,"G7es ""Zaunk?nig"" torpedo T5 - Pi4",,,,,,,,,,,
G7es Zaunk?nig Torpedo T5 - Pi4 - Prototype,"G7es ""Zaunk?nig"" torpedo T5 prototype - Pi4",,,,,,,,,,,
G7a Torpedo T1 - Pi1 (Warmed),G7a torpedo T1 - Pi1,,,,,,,,,,,
G7a Torpedo T1 - Pi1.1 (Warmed),G7a torpedo T1 - Pi1/v2,,,,,,,,,,,
G7a Torpedo T1 - Pi3 (Warmed),G7a torpedo T1 - Pi3,,,,,,,,,,,
G7a Torpedo T1 - Pi3 - FAT (Warmed),G7a torpedo T1 - Pi3 - FAT,,,,,,,,,,,
G7a Torpedo T1 - Pi3 - LUT (Warmed),G7a torpedo T1 - Pi3 - LUT,,,,,,,,,,,
G7e Torpedo T2 - Pi1 (Warmed),G7e torpedo T2 - Pi1,,,,,,,,,,,
G7e Torpedo T2 - Pi1.1 (Warmed),G7e torpedo T2 - Pi1/v2,,,,,,,,,,,
G7e Torpedo T3 - Pi2 (Warmed),G7e torpedo T3 - Pi2,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - FAT (Warmed),G7e torpedo T3 - Pi2 - FAT,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - LUT (Warmed),G7e torpedo T3 - Pi2 - LUT,,,,,,,,,,,
G7e Torpedo T3 - Pi2 - Prototype (Warmed),G7e torpedo T3 prototype - Pi2,,,,,,,,,,,
G7es Zaunk?nig Torpedo T5 - Pi4 (Warmed),"G7es ""Zaunk?nig"" torpedo T5 - Pi4",,,,,,,,,,,
G7es Zaunk?nig Torpedo T5 - Pi4 - Prototype (Warmed),"G7es ""Zaunk?nig"" torpedo T5 prototype - Pi4",,,,,,,,,,,
TMB Mine x3,TMB mine x3,,,,,,,,,,,
,,,,,,,,,,,,
Bleeding,Injured,,,,,,,,,,,
Resupply Ammunition,Resupply Ammunition,,,,,,,,,,,
Disallow Sailor Work,Sailors: Disallow,,,,,,,,,,,
Allow Sailor Work,Sailors: Allow,,,,,,,,,,,
Work At Helmsman Station,Using Helmsman Station,,,,,,,,,,,
Helmsman Station,Helmsman Station,,,,,,,,,,,
Cleaning Station,Cleaning Station,,,,,,,,,,,
Vacation,Vacation,,,,,,,,,,,
Turn ON,Turn ON,,,,,,,,,,,
Turn OFF,Turn OFF,,,,,,,,,,,
RunAtBowAction,Run to Bow Compartment,,,,,,,,,,,
Valve Watch,Valves,,,,,,,,,,,
Switch Power,Switch power,,,,,,,,,,,
Cargo Hold,Cargo Hold,,,,,,,,,,,
,,,,,,,,,,,,
Deck Gun,Deck gun,,,,,,,,,,,
Upgrade,Upgrade,,,,,,,,,,,
,,,,,,,,,,,,
Ammo Large Calibre HE,Large Caliber HE Ammo,,,,,,,,,,,
Ammo Large Calibre AP,Large Caliber AP Ammo,,,,,,,,,,,
Ammo Large Calibre AA,Large Caliber AA Ammo,,,,,,,,,,,
Ammo Large Calibre SS,Large Caliber SS Ammo,,,,,,,,,,,
,,,,,,,,,,,,
Surrender,Surrender,,,,,,,,,,,
Scuttle,Scuttle,,,,,,,,,,,
Decoration Control Room,Decoration,,,,,,,,,,,
Christmas Tree Control Room,Christmas Tree,,,,,,,,,,,
Christmas Tree Control Room Description,The Christmas tree will make the atmosphere on board more pleasant. The sailors will feel the Christmas spirit a little and won't miss their families so much.,,,,,,,,,,,
CommandAction,Commanding,,,,,,,,,,,
CommandAction Description,"This officer is currently monitoring the situation from the control room. He is ready to perform necessary tasks during the combat and can be freely assigned to any work.

This officer will refuse to rest until the combat is over.",,,,,,,,,,,
CommandAction Full Description,"<b>Commanding</b>

This officer is currently monitoring the situation from the control room. He will send sailors to other stations on the ship to carry his orders and bring back reports.

This officer will refuse to rest until the combat is over.

Additional sailors:",,,,,,,,,,,
CommandAction Full Description 1,The sailor communicates the officer and various stations on the ship. All tasks on the ship are executed 5% faster or better.,,,,,,,,,,,
CommandAction Full Description 2,The sailor communicates the officer and various stations on the ship. All tasks on the ship are executed 10% faster or better.,,,,,,,,,,,
DamageControlAction,Damage control,,,,,,,,,,,
DamageControlAction Description,"This officer is currently supervising damage control procedures on the ship from the control room. He will send sailors assigned to him to look for hidden damages around the ship and repair minor issues.

This officer will refuse to rest until the combat is over.",,,,,,,,,,,
DamageControlAction Full Description,"<b>Damage control</b>

This officer is currently supervising damage control procedures on the ship from the control room. He will send sailors assigned to him to look for hidden damages around the ship and repair minor issues.

This officer will refuse to rest until the combat is over.

Additional sailors:",,,,,,,,,,,
DamageControlAction Full Description 1,"Due to maintaining devices in a good condition, the chance that they will become damaged in any occurrence decreases by 10%. The sailor also inspects compartments for hidden damages.",,,,,,,,,,,
DamageControlAction Full Description 2,"Due to maintaining devices in a good condition, the chance that they will become damaged in any occurrence decreases by 20%. The sailor also inspects compartments for hidden damages.",,,,,,,,,,,
Hull Weak Point,Weak point on the hull,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
