Target - Aircrafts,Fire at aircraft.
Target - Scan,Scan frequencies.
,
/EntitySelectionUI,English
Capture Course,Plot an intercept course to the vessel.
Center Camera,Center camera on the vessel.
Target,Open targeting stations list.
Select Torpedo,Launch torpedoes at this target.
Select Torpedo Not Enough Data,"Launch torpedoes at this target.

<color=#ff4c11>We haven't collected enough data to fire at this target. We first need to estimate the distance, velocity and course of our target (displayed on the left).</color>"
Attack,Attack
Deffensive,Defensive
Escape,Escape
Distance,Distance
Velocity,Velocity
Direction,Direction
Hit Chance,Hit Chance
Error Level,Estimated group position error
Interaction,Interaction
GRT,({0} GRT)
,
/RadioTransmissionsUI,English
Out of Range,out of range!
Not Available in Demo,disabled in the demo!
Alarm,alarm!
,
/TorpedoLaunchersUI,English
Speed,Speed
Depth,Depth
Spread,Dispersion
Launcher Empty,<<< Empty >>>
Status - Loading,Loading
Status - Preheating,Maintenance
Status - Unloading,Unloading
Status - Angle Out of Bounds,Angle out of range!
Status - Damaged,Damaged
Depth Warning,Cannot be operated at the current depth!
Compressed Air Warning,Compressed air level is too low!
AZ Pistol,Impact pistol (AZ)
MZ Pistol,Magnetic pistol (MZ)
Impact pistol,AZ
Magnetic pistol,MZ
Direction,Direction
Initial Torpedo Run Length,Initial Torpedo Run Length
Pattern Rotation Angle,Pattern Rotation Angle
Left,Left
Right,Right
FAT settings,FAT settings
LUT settings,LUT settings
Torpedo Avoidance Maneuvers,Torpedo avoidance maneuvers!
Torpedo Hit Angle,Estimated hit angle: {0} °
Torpedo Hit Angle Warning,"Estimated hit angle: {0} ° <sprite name=""Warning"">"
Torpedo Hit Angle Tooltip,Estimated impact angle of the torpedo against the target ship's hull. This estimation is three dimensional and includes a simple estimation of the target ship's hull curvature as well as a geometric two dimensional impact angle.
Torpedo Hit Angle Warning Tooltip,"Estimated impact angle of the torpedo against the target ship's hull. This estimation is three dimensional and includes a simple estimation of the target ship's hull curvature as well as a geometric two dimensional impact angle.

Warning: This angle seems to be quite high for the currently used torpedoes with a contact detonator. It's possible that they won't explode on hit."
Torpedo Target Distance,Estimated impact distance: {0}
Torpedo Target Distance Warning,"Estimated impact distance: {0} <sprite name=""Warning"">"
Torpedo Target Distance Tooltip,Estimated run distance of the torpedoes.
Torpedo Target Distance Tooltip Too Close,"Estimated run distance of the torpedoes.

Warning: The estimated run distance is too low. Torpedoes may not arm at such a distance and as a result they may not detonate."
Torpedo Target Distance Tooltip Too Far,"Estimated run distance of the torpedoes.

Warning: The estimated run distance is quite high. It may be difficult to score a hit at such a distance."
,
/DefeatSummaryUI,English
Header,Defeat
Crew,Crew
Officers,Officers
Leave to Menu,Go to the menu
Accept,Accept
,
/MissionCompletionUI,English
Missions,Missions
Accept Reward,Accept Reward
Reward,Reward
Asignment Completed,Asignment Completed
1 Day Later,1 day later...
X Days Later,{0} days later...
,
/TrophyScreenUI,English
Header,{0} receives a new decoration
Header Progression,{0} gains points to the next decoration
Campaign Objective Header,Campaign objective complete!
Campaign Objective Header Progression,Campaign objective progressed
Sunk Ship Title,{0} sunk!
Sunk Ship Summary 1,This ship was registered in {5} and was carrying {1} from {3} to {2}. Its gross register tonnage was {0} tons.
Sunk Ship Summary 2,Our intel tells us that the ship had GRT of {0} tons and was transporting {1} from {3} to {2}. It was registered in {5}.
Sunk Ship Summary 3,Our sources inform us that the ship was headed from {3} to {2} with {1} in the cargo holds. The ship's GRT was {0} tons. It was a registered ship of {5}.
Sunk Ship Summary False Flag 1,This ship was registered in {5} and was carrying {1} from {3} to {2}. Its gross register tonnage was {0} tons. The ship flied a false flag of {4}.
Sunk Ship Summary False Flag 2,"Our intel tells that the ship had GRT of {0} tons and was transporting {1} from {3} to {2}. It was registered in {5}, but the crew used a flag of {4} for deception."
Sunk Ship Summary False Flag 3,"Our sources inform us that the ship was headed from {3} to {2} with {1} in the cargo holds. The ship's GRT was {0} tons. It was a registered ship of {5}, but it flied a false flag of {4}."
Convoy Sinkings Title,{0} attacked!
Convoy Sinkings Summary 1,Our sources inform us that the convoy was headed to {1}. Total GRT of sunk ships was {0} tons.
Convoy Sinkings Summary 2,Our sources inform us that the convoy was headed to {1}. Total GRT of sunk ships was {0} tons.
Convoy Sinkings Summary 3,Our sources inform us that the convoy was headed to {1}. Total GRT of sunk ships was {0} tons.
Sunk Ship Newspaper Title,{0} sunk!
Sunk Ship Newspaper Diplomatic Incident Summary,"Our sources inform us that it was a neutral ship from {0} that carried {1} to {2}. Survivors report they were attacked by u-boat. It caused a great distress in {0}, but German officials continue denying that they are responsible for this incident."
Sunk Ship Newspaper Valuables Summary,The word says that the ship was loaded with precious metals. Survivors claim that they were torpedoed by an u-boat.
,
,
/HydrophoneUI,English
Surface Warning,Hydrophone is very unreliable when used from the surface of the sea. Consider diving deeper before using it.
,
/DevConsole,English
Error Logged,<color=red>Error logged</color>
,
/EntityViewUI,English
Leave View,Leave view
,
/CharacterSelectionUI,English
Rest,"<b>Rest</b>
Give officer some free time to regain energy."
Follower,Assigned sailors
Add Follower,"<b>Add Sailor</b>
Sailor may aid officer in performed tasks to complete them faster and with better results."
Remove Follower,"<b>Remove sailor</b>
Sailor aid officer in performed tasks to complete them faster and with better results."
Remove All Followers,<b>Remove all sailors</b>
Command,<b>Command</b>
DamageControl,<b>Damage Control</b>
Zoom,Zoom
Camera,Camera
Character Screen,"<b>Character screen</b>
Customize this officer, level up and select appropriate skills."
Follower Tooltips/LeaderFollower,"<b>Leader:</b> When sailors have nothing to assist the officer with, they will bring supplies to the deck guns and the kitchen."
Follower Tooltips/EngineerFollower,"<b>Engineer:</b> When sailors have nothing to assist the officer with, they will make repairs to the boat."
Follower Tooltips/RadiomanFollower,"<b>Radioman:</b> When sailors have nothing to assist the officer with, they will provide medical help to wounded sailors."
Follower Tooltips/Use Targeting Sight,"<b>Targeting sight observation ({0}/{1}):</b>
Officer watches for targets increasing u-boat's sight range. If ordered, he can aim torpedoes at a chosen target.

Additional sailors.
<color=green><b>1 sailor:</b> The range of the observation and the aiming speed increases by 40%.</color>

2 sailors: The range of the observation and the aiming speed increases by 80%."
Follower Tooltips/Use Attack Periscope,"<b>Attack periscope observation:</b>
Officer watches for targets increasing u-boat's sight range. If ordered, he can aim torpedoes at a chosen target.

Additional sailors.
1 sailor: The range of the observation and the speed of targeting towards set targets will increase by 40%."
Follower Tooltips/Load Torpedoes,<b>Torpedo loading ({0}/{1}):</b> Significantly shorter loading time.
Follower Tooltips/Manage Diesel Engines,<b> Diesel engine ({0}/{1}):</b> Added sailor will unlock the next gear.
Follower Tooltips/Manage Electric Engines,<b>Electric engine ({0}/{1}):</b> Added sailor will unlock the next gear.
Follower Tooltips/Hydrophone Listen,<b>Listening room ({0}/{1}):</b> The listening range and the aiming speed will be increased.
Follower Tooltips/Radio Listen,"<b>Radio room ({0}/{1}):</b> The speed of radio message reception and decoding will increase.  Time needed to sending reports will be reduced, thus reducing the risk of being tracked by the enemy."
Follower Tooltips/Use Flak,<b>Weapons ({0}/{1}):</b> Additional weapons will be manned if more than one is mounted.
Follower Tooltips/Use Deck Gun,<b>Deck canon ({0}/{1}):</b> The reloading rate will increase and the recoil will be reduced.
Follower Tooltips/Carry Items,<b>Carrying:</b> Sailors will help with carrying.
No Role,Unassigned
Chief Engineer,Chief Engineer
Chief Engineer/Tooltip,"The Chief Engineer will be the first to deal with repairs on the boat. When everything works as it should, he will maintain the diesel engines, increasing their maximal speed."
Watch Officer,Watch Officer
Watch Officer/Tooltip,The Watch Officer will always try to operate the best observation post available. He will also try to deal with navigation when possible.
Torpedo Mechanic,Mechanic
Torpedo Mechanic/Tooltip,"Most of the time, the Mechanic is occupied with the loading and maintenance of the torpedoes, but if the boat is damaged, he will stop this activity and start repairs. If he has a necessary skill and does not have any other activities, he will prepare spare parts for further repairs from scrap metal lying in the storage room."
Radio Officer,Radio Officer
Radio Officer/Tooltip,"The Radio Officer is mostly occupied with operating the radio, but he will man the hydrophone, if radio isn't operational."
Chief Boatswain,Chief Boatswain
Chief Boatswain/Tooltip,The Chief Boatswain always tries to handle crew issues and when this is not necessary he will help with navigation.
Technician Officer,Technician Officer
Technician Officer/Tooltip,"The Technician Officer operates equipment such as the hydrophone, sonar or radar detector."
Gunner,Gunner
Gunner/Tooltip,The Gunners will man the ship’s weaponry as needed in order to provide efficient gunfire against enemy ships and planes.
Medic,Medic
Medic/Tooltip,The Medic only provides first aid to the wounded.
Quartermaster,Quartermaster
Quartermaster/Tooltip,The Quartermaster is responsible for providing ammunition for the ship’s weapons and food supplies for the kitchen.
LeaderFollower,Leader's helper
EngineerFollower,Engineers's helper
RadiomanFollower,Radioman's helper
,
/GunUI,English
Swap Ammo Tip,"Press "","" and ""."" to swap ammunition types."
Out of Ammo,Out of ammo!
,
/ChangeViewUI,English
FPP,FPP
Section View,Section view
Orbit View,Orbit view
,
/ActionQueueUI,English
Adding to Queue,+ Adding to queue…
Idle,Idle…
Locked Action Tooltip,This order cannot be stopped.
External Action Tooltip,This order doesn't belong to this order queue.
Automated Schedule Action,This order is coming from an automated schedule.
Right Click to Cancel,Right click to cancel this order.
,
/CompartmentInfoUI,English
Stern Torpedo Room,Stern Torpedo Room
Engine Room,Engine Room
Galley,Galley
Crew Quarters,Crew Quarters
Control Room,Control Room
Officers Room,Officers Room
Bow Torpedo Room,Bow Torpedo Room
Conning Tower,Conning Tower
,
/AssignmentSelectionUI,English
Difficulty Easy,"Difficulty
<color=green>Low</color>"
Difficulty Medium,"Difficulty
<color=yellow>Medium</color>"
Difficulty Hard,"Difficulty
<color=red>High</color>"
Assignments,Assignments
Mission Select,Mission Select
Tutorial,Tutorial
Objective,Objective:
Reward,Reward:
Campaign Header,Contribution towards the campaign:
Very Large,very large
Large,large
Medium,medium
Small,small
,
/LoadGameStateUI,English
Save Data,"Date<pos=200>{1}
Skipper<pos=200>{2}
Assignment<pos=200>{3}
Region<pos=200>{4}
Sector<pos=200>{5}
Version<pos=200>{0}"
Incompatible Version,"<color=red>{0}
<pos=200>Incompatible!</color>"
Header,Load
Load,Load
Delete,Delete
Incompatible Mods,"The currently installed mods are different from the mods used in this game state:

{0}

This may lead to unpredictable issues with the game. Are you sure that you want to continue?"
,
/SaveGameStateUI,English
Header,Save
Save,Save
Cancel,Cancel
Accept,Accept
Saving,Saving…
Saving Error,"Couldn't save a game state.
Please report this problem (F11 key)."
NEW GAME STATE FILE,NEW GAME STATE FILE
Invalid Characters Error,Restricted characters are present in the file name.
Tutorial Blockade,<color=red>It's not possible to save state when there is an active tutorial prompt.</color>
General Blockade,<color=red>It's not possible to save state at the moment. Please try again later.</color>
Undocked Blockade,<color=red>Game state can only be saved when u-boat is docked at a port or resupply ship.</color>
,
/UpgradeModeUI,English
Header,Upgrades
Total Time to Install Long,"Total time to install all upgrades: {0:%d} days, {0:hh} h : {0:mm} min"
Total Time to Install,Total time to install all upgrades: {0:hh} h : {0:mm} min
,
/UpgradeUI,English
Header,Upgrades
Research Available,<color=#1a1>Research to unlock this upgrade is available in the Headquarters.</color>
Install Progress,"Upgrading...
{0:0}%"
Install Queued,Queued...
Install Time,It will take {0} to install this upgrade.
,
/CrewListUI,English
Boarded,Boarded
Free,Free
Select,Select
Requirements not Met,You don't have any officers staying on the land that match the requirements of this mission
Crew Management,Crew Management
Status,Status
Level,Level
Management,Management
Ready,Ready
Tired,<color=red>Tired</color>
Delegated to HQ,<color=#999>Headquarters</color>
Personality,Personality
Description,Manage the crew.
Tokens,Tokens
Free captive,Free survivor
/RecruitmentUI,English
Recruitment,Recruitment
Recruit,Recruit
Class,Class
Name,Name
Price,Cost
,
/MenuDropdown,English
MENU,MENU
JOURNAL,JOURNAL
MANAGEMENT,MANAGEMENT
HEADQUARTERS,HEADQUARTERS
UBOATOPEDIA,UBOATOPEDIA
SAVE,SAVE
LOAD,LOAD
SETTINGS,SETTINGS
EXIT,EXIT
CAMPAIGN,CAMPAIGN
,
/ReputationPurchasesListUI,English
Reputation Purchases,Reputation Purchases
Buy,Buy
Remove,Remove
,
/CampaignObjectivesListUI,English
Header,Campaign Objectives
,
/HeadquartersUI,English
Time to Complete,"Time to complete:
{0}"
Task Completed,"TASK
COMPLETED!"
EMPTY,EMPTY
ClickToStartNewOperation,Click to start a new operation
Requires,Requires:
Early Research Warning,<color=#C05418>Warning: This work is still at early stages of development. Attempts to complete it before {0} will take twice more time.</color>
Target Area,Target area
,
/RecruitmentUI/Backgrounds,English
Story 1,A German of Austrian descent. A weapon lover and a hunter. Service in the navy is his dream. Ambitious. He counts on a rapid promotion in the military hierarchy.
Story 2,{0} comes from a poor family. His father sent him to the forces to learn discipline. He hates his military service.
Story 3,"A pharmacist's son. He's in the military for money. After returning, he wants to help his father in business."
Story 4,Orphaned and homeless. The military committee accepted him out of pity. He plans to rebuild his life in Kriegsmarine.
Story 5,Handyman. In civilian life he was a car mechanic. With piece of metal and wire he can do anything. Favorite of colleagues in the barracks.
Story 6,A playboy and reveler. He joined up because it is easier to pick up girls in uniform. He is too big for his boots.
Story 7,"The war deprived him of everything. He does not like people, but still finds himself in the service. Weirdo."
Story 8,A brawler. When the fight comes he's the first in line. A natural born sailor. Cleans his shoes everyday.
Story 9,"As the son of teachers {0} is very well-read. He is most fascinated by books about seafaring and adventurous naval heroes like Admiral Nelson. He is also musically talented and plays several instruments. Faced with the choice whether he wanted to become a musician or rather go to sea, he decided to join the Kriegsmarine. Unlike many of his comrades, he did not receive his basic nautical training on a regular training ship, but on a sailing training ship. However, he discovered that working at great heights and especially on masts was not necessarily one of his favourites. So after finishing his training he joined the U-boat flotilla for further use and completed his training there with distinction.

He is very much appreciated in his comrades' circle because of his musical talent, is sociable and often provides a little variety on board with musical interludes on the harmonica."
Story 10,{0} grew up in a small village in Austria and has been tinkering with motorbikes since his youth. His uncle persuaded him to join the Kriegsmarine and tried his luck as an engineer with his knowledge of mechanics. During his training he was always very exemplary. He can repair almost anything with a piece of wire. He is very popular with most sailors and likes to play cards.
Story 11,Coming from Schwarzwald. Moved to the Baltic Sea coast with his parents as a child. As a boy he was a long fisherman on his father's boat and soon joined the navy. He has always been drawn to the submarine fleet. He impressed his instructors at the U-School in Kiel with his experience at sea. He is rather introverted and likes to withdraw in case of conflicts. Otherwise a very obedient sailor.
Story 12,"Born in Berlin / Neuk?lln in the vicinity of Airport Berlin Tempelhof {0} has been fascinated by airplanes since his youth. He learned a lot about engines and technology and as soon he graduated from high school he volunteered for the german Luftwaffe for pilot training. However, he was classified as unsuitable because he was too short for the cockpit. Instead, because of his size, he was sent to the Marine U-boot Schule in Kiel. He started his duty reluctantly but adapted to the situation during his training and was finally pleased with to work in submarine technology. Gained a good knowledge of navigation and was trained as a helmsman. Is appreciated by his comrades, does what they told, but rarely shows initiative."
Story 13,"{0}  comes from a Prussian officer family. He also wanted to enter officer candidate school, but he couldn't wait to pay back the British for World War I, in which his uncle died at sea. His father does not respect him because he has not obtained the rank of officer, therefore he does everything in his power to achieve the rank of senior mate as soon as possible and earn medals. According to him, all methods are allowed, which makes him unpopular with his comrades."
Story 14,"Raised as an orphan in a home in Dresden. As a young adult he never really found his place. After serving a prison sentence for petty crimes he decided to join the Kriegsmarine to start a new life. In the barracks he was always in a bad mood with his comrades and officers because of his rugged nature. When he heard about the submarine fleet and the close community, he switched to submarine training. From the very beginning, he had difficulty adjusting to the discipline, but finally managed to establish himself in his new reality. He is known for his dirty talk."
Story 15,"Born in 1923 in Husum on the North Sea. At first he thought about the Luftwaffe. His dream was to become a pilot of the Me-109 fighter. Due to his height, he was rejected as a pilot. The real reason for going into service on submarines was the fear of being drafted into infantry and being sent to the Eastern Front."
Story 16,"As the son of a miner from the Ruhr {0}, he had to work hard at an early age. He left school early and practiced as a bricklayer. With no prospects for the future, he left his home in Dortmund and went to Hamburg to work in the port.

He gets angry easily and often gets into fights. Due to his muscularity and aggressive and dominant behavior, he often intimidates others and uses it from time to time to bully the weaker. He can lead people, but is also not afraid to get his hands dirty. He is used to working long hours. If muscle strength or a loud voice is needed, then he is the right person. He is prone to rough jokes. He doesn't have much education."
Story 17,"He grew up in Hunsr?ck. An experienced electrical engineer. When his wife and daughter lost their lives following the RAF raid on Wilhelmshaven, which he barely survived, he immediately offered the Kriegsmarine his electrical skills and began training in the School's U-boat Fleet."
Story 18,"{0} never thought about serving at sea. His parents have a tavern outside Munich. Even in his youth, he regularly helped in the kitchen. However, the start of the war changed his plan of taking over the tavern. He was called up for military service and served as a kitchen assistant in an infantry battalion. Lentil soup with bacon from the field kitchen was not enough for him, so he volunteered as a ship's cook at the Kriegsmarine.
{0} is always in a good mood and has an inexhaustible repertoire of jokes, which is not always liked by senior officers. Nevertheless, he is highly appreciated by most captains as he maintains high morale even in difficult situations thanks to his cooking skills and cheerful disposition. Additionally, they turn a blind eye to his weight problem. Has good knowledge of food storage."
Story 19,"{0} comes from a  family of sailors living near Bremen. His father is a Kriegsmarine officer and his two brothers serve aboard submarines. It is said that in the barracks he only met the recruiting requirements thanks to his father's connections. Consequently, his training path was not easy. He is very ambitious and works hard to show that he can handle it without any help. Reading is his passion. He is writing his own novel. Due to his strict Catholic upbringing, he is often ridiculed by others."
Story 20,"Born in Osterfeld, he was separated from his father at a young age and grew up in L?beck with his uncle Hans. He left gymnasium and joined the merchant navy. He quickly became a captain and then was unemployed for a long time. Due to lack of prospects, he joined the Kriegsmarine as a midshipman."
Story 21,"Growing up in the mountains on his parents' farm {0} he learned to work hard.
He loved being in nature, being free, and he loved hunting. {0} however, he decided to experience something new and volunteered to serve his country in the ranks of the Kriegsmarine."
Story 22,"{0}  was born as the oldest of four children. His parents divorced around 1928. His single mother moved to Embsen near L?neburg. After eight years at school, {0} began an apprenticeship as a blacksmith. With his bicycle he undertook numerous bicycle tours, which also led him to Hamburg. After visiting the port of Hamburg he decided to become a sailor. The beginning of the war thwarted his plans. He volunteered to serve on a submarine."
Story 23,"Born and raised in Trier, he trained as a dentist in Kiel. His goal was to become a rich man at the age of 30, but after unsuccessful financial speculations he had to close his practice. With no funds, he volunteered for the Kriegsmarine. His colleagues, who underwent basic training with him, emphasize his loyalty to those around him."
Story 24,"Growing up in the small village of Schmiedefeld near Dresden, {0} always dreamed of seeing the big wide world. After his apprenticeship as a locksmith, he was commissioned to work on the coast of Kiel. There, he became interested in working on large ships. When he heard that they were looking for submarine sailors, he volunteered for duty without hesitation."
Story 25,"A descendant of an impoverished noble family. After they bet on the wrong horse during the change of power, all the old splendor was gone. Now, during the war, the family try their best to regain the favor of the authorities, if necessary, also by the heroic deeds of their children."
Story 26,"{0}  had a very happy childhood and grew up in the countryside. After completing his apprenticeship as a baker, he opened a small pastry shop in Friborg on the Elbe. When it was destroyed by fire, he lost everything he had. After that, he decided to join the Kriegsmarine as a sailor and was quickly accepted into the submarine training flotilla. After eight months of basic training, he became a torpedo mechanic. He is popular with his colleagues and likes to make jokes about the officers."
Story 27,"Born in Munich, he helped his parents on the farm at an early age as a pig farmer. He learned butchery and was later trained as a cook. When the war started, he wanted to serve as the ship's cook. As there was an empty seat on the submarine, he volunteered to become ""Smutje"". He copes very well with the lack of space in the galley. While cooking, he likes to tell stories about the mountains near Munich. His culinary skills are deeply appreciated by the crew."
,
/StoryPlayerUI,English
Skill Token Modifier,from {0} thanks to the {1} skill.
Skill Token Equipment Modifier,from {0} carried by {1}.
Wait Info,"You can leave this screen at any time, until the wait is over."
Available tokens,Available tokens:
Select Item,Select Item
Select Character,Select Character
Remove Item,Remove Item
Remove Character,Remove Character
Ranks,Ranks
Decision Requirement,(Requirement: {0})
Time Skip Label,"<line-height=110%><color=#aaa><size=22>Waiting...</size></color>
{0}"
Performance,Performance:
Progress,Progress:
Performance Very Low,<color=red>Very slow</color>
Performance Low,<color=orange>Slow</color>
Performance Average,<color=yellow>Average</color>
Performance Fast,<color=#99ff99>Fast</color>
Performance Very Fast,<color=#22ff22>Very fast</color>
Selection Warning,"Sending your crew outside may be dangerous! In the worst case scenario, the entire group may be lost. Assess the situation and tread carefully."
/CharacterUI,English
Class,Class:
Level,Level:
XP,XP:
XP Label,XP
Status,Status:
Role,Role:
Decorations,Decorations:
Statistics,Statistics:
Skills,Skills
Customize,Customize
Promote,Promote
Disband,Disband
Disband Confirmation,Are you sure you want to disband this character permanently?
Exit,Exit
Apply,Apply
Apply To All,Apply to all sailors
Name,Name
Voice,Voice
Body Shape,Body Shape
Clothes,Clothes
Pants,Pants
Accessory 1,Accessory 1
Accessory 2,Accessory 2
Cap,Cap
Hairstyle,Hairstyle
Beard,Facial hair
Hair color,Hair Color
Complexion,Complexion
Face type,Face Type
Eye color,Eye Color
Enter text,Enter text…
Cancel,Cancel
Accept,Accept
Customize Skipper Label,Customize the skipper
Reputation Point Required,This promotion will consume 1 reputation point.
Reputation Point Required Missing,<color=red>This promotion requires 1 reputation point.</color>
Promotion Possible Only in Port,<color=red>Promotions are possible only at ports.</color>
Captain Name,Captain Name:
Remaining Skill Points,Remaining skill points: {0}
Thin,Thin
Slightly Muscular,Slightly Muscular
Muscular,Muscular
Slightly Overweight,Slightly Overweight
Large,Large
Heavy,Heavy
,
/CharacterUI/Hair Colors,English
Black,Black
Brown,Brown
Blonde,Blonde
Red,Red
Gray,Gray
,
/CharacterSwitchUI,English
X More,{0} targets...
Normal Lighting,Normal lighting
Red Lighting,Red lighting
Blue Lighting,Blue lighting
Keep Bulkheads Open,Open bulkheads
Close Bulkheads,Close bulkheads
Electric Steering,Dive planes: electric
Manual Steering,Dive planes: manual
Devices,Devices
Lighting,Lighting
Orders,Orders
,
/HUD,English
FPP Hint,"Press ALT to display UI.
Press TAB to open management screen."
FPP Hint Activator,Click right mouse button to open action list.
Free Fly Camera Notification Hint,"Free camera enabled. Press ""{0}"" on the keyboard to leave this mode."
,
/LiveTimeSkippingUI,English
Format,Day {0}
,
/VacationUI,English
Header,Vacation
Duration Format,{0} days
Fatigue Reset,- Discipline penalties will be reset.
Discipline Modifier,- Discipline +{0} for 10 days.
Crew Energy Loss Modifier,- Crew's energy is depleted {0}% slower for 10 days.
Experience Bonus,- Having time to think your crew gains {0}% extra experience from the last patrol.
Headquarters Performance Modifier,"- Due to contact with politicians in this area, headquarters tasks will be performed {0}% faster during the stay."
La Rochelle,La Rochelle
La Rochelle Description,"La Rochelle. A place for a quick rest after patrol. Here sailors can find everything they need, nightclubs, small pubs, restaurants. The proximity of the flotilla base is convenient in the event of a sudden alarm."
French Chateau,French Chateau
French Chateau Description,"Ch?teauneuf-du-Faou. A holiday resort with a lovely red-brick building, surrounded by gardens and fields. Here sailors can forget about bombs and air attacks. Also, they can take partners with them. An ideal place to relax in silence and peace."
French Campsite,French Campsite
French Campsite Description,"Lager Lemp. The campsite located on the main road to Lorient. The lake surrounded by the promenade can be used by sailors for water sports. At the resort sailors can watch the latest german films, play cards, write letters to family with an indispensable bottle of cheap beer in hand. Lovers of stronger experiences often go to nearby towns in search of the company of local ladies and stronger alcohol."
Bavarian Village,Bavarian Village
Bavarian Village Description,"Bad Wiessee. You recently found out that your U-boat was ""adopted"" by small bavarian village. The local people are waiting impatiently to host their heroes. Here sailors can rest on skis, enjoy luxury and all amenities, satisfying all the most sophisticated needs. After months of patrols and duty they can regain the fighting spirit and regenerate the morale in the surroundings of well-known landscapes."
German Alps Resort,German Alps Resort
German Alps Resort Description,Berchtesgaden. A tourist and winter sports resort located in the Salzburg Alps. A place of rest for the elite and exceptionally deserved sailors. The profile of this place is raised by the nearby official residence of Adolf Hitler - Berghof. Some lucky ones have the opportunity to meet their adored F?hrer there.
Eagle's Nest,The Eagle's Nest
Eagle's Nest Description,"The Eagle's nest. A birthday gift for Adolf Hitler's 50th birthday. A hostel at the top of the Kehlstein mountain. The building is residence of Hitler, Bormann and G?ring. A meeting place for personalities. Eva Braun often stays there. The perfect place for rest but also to gain contacts. Here Officers can settle their matters with the influential personalities of the Third Reich in a less official atmosphere."
,
/InputSettingsUI,English
Already Used Confirmation,This key is already used for such actions: {0}.Do you want to continue?
Hydrophone,Hydrophone
Hydrophone - Adjust Bearing,Bearing - Left
Hydrophone - Adjust Bearing Negative,Bearing - Right
Hydrophone - Adjust Cutoff Frequency,Cutoff frequency - Left
Hydrophone - Adjust Cutoff Frequency Negative,Cutoff frequency - Right
Hydrophone - Adjust Volume,Volume - Left
Hydrophone - Adjust Volume Negative,Volume - Right
Camera,View
Horizontal,Right
Horizontal Negative,Left
Vertical,Forward
Vertical Negative,Backward
Map Toggle,Toggle map
Free Camera Mode,Free camera mode
Free Camera,Toggle on/off
Free Fly Camera Up Down,Increase elevation
Free Fly Camera Up Down Negative,Decrease elevation
View - FPP,Switch to FPP
View - Section View,Switch to section view
View - Orbit View,Switch to orbit view
Zoom,Zoom in
Zoom Negative,Zoom out
FPP,First Person Perspective
Horizontal Movement,Right
Horizontal Movement Negative,Left
Vertical Movement,Forward
Vertical Movement Negative,Backward
Sprint,Sprint
Binocular Toggle,Binoculars
Flashlight,Flashlight
FPP Show UI,Display interface
Gunnery,Gunnery
Ammo - Next,Next ammunition
Ammo - Previous,Previous ammunition
Artillery Fire,Fire
Gun Zoom,Zoom
Rotate Gun - Horizontal,Rotate - Right
Rotate Gun - Horizontal Negative,Rotate - Left
Rotate Gun - Vertical,Rotate - Up
Rotate Gun - Vertical Negative,Rotate - Down
Hotkeys,Hotkeys
Pause,Pause
Quick Save,Quick save
Quick Load,Quick load
Switch Character,Management screen
Engine Gear Increase,Increase engines gear
Engine Gear Decrease,Decrease engines gear
Open Telegraph,Open telegraph
Open Depth Meter,Open depth meter
Open Rudder Control,Open rudder tool
Open Journal,Open journal
UI Scale Increase,Increase interface size
UI Scale Decrease,Decrease interface size
Hotkey - Character 0,Select character 1
Hotkey - Character 1,Select character 2
Hotkey - Character 2,Select character 3
Hotkey - Character 3,Select character 4
Hotkey - Character 4,Select character 5
Hotkey - Character 5,Select character 6
Hotkey - Character 6,Select character 7
Hotkey - Character 7,Select character 8
Hotkey - Character 8,Select character 9
Miscellaneous,Miscellaneous
Capture Screenshot,Capture screenshot
Queue Actions,Action queueing mode
Show Hidden Activators,Show hidden activators
Swap Postprocessing,Swap postprocessing
Time Compression,Time compression
Time Compression 1,Time compression 1
Time Compression 2,Time compression 2
Time Compression 3,Time compression 3
Time Compression 4,Time compression 4
Time Compression 5,Time compression 5
Toggle UI,Toggle UI
Open Close Console,Toggle cheat console
Bug Report,Bug reporting tool
Reload,Reload
,
/Rewards,English
Reputation,{0:+0.#%;-0.#%;0%}
Budget,{0:+0.#;-0.#;0}
Research Boost,{0}
Milk Cow,Milk Cow
Captive Released,Survivor released: {0}
,
/Accomplishments,English
Assignment Completed,Completed assignment.
Sunk Ship,"Sinking of ""{0}"" {1}."
Sunk Ship Freighter,"Sinking of ""{0}"" freighter."
Sunk Ship Tanker,"Sinking of ""{0}"" tanker."
Sunk Ship Destroyer,"Sinking of ""{0}"" destroyer."
Sunk Ship Corvette,"Sinking of ""{0}"" corvette."
Sunk Ship Battleship,"Sinking of ""{0}"" battleship."
Sunk Ship Submarine,"Sinking of ""{0}"" submarine."
Sunk Ship Escort Carrier,"Sinking of ""{0}"" escort carrier."
Sunk Ship Cruiser,"Sinking of ""{0}"" cruiser."
Sunk Ship Fast Attack Craft,"Sinking of ""{0}"" fast attack craft."
Helped Ally,"Helped other u-boat, {0}."
Investigated Lost Ship,"Investigated drifting u-boat, {0}."
Aircraft Shot Down,Shot down {0}.
Calmed Down Sailor,Dealt with crisis involving {0}.
Repaired Leak,Repaired critical leak at {0}.
Medical Aid,Saved life of {0}.
Torpedo Course,"Determined torpedo course at ""{0}"" {1}."
Sunk Ship Participation,"Contribution in sinking of ""{0}"" {1}."
Carried Wounded,Carried wounded {0} to safety.
Visited Lost Ship,"Visited drifting u-boat, {0}."
